cpd_id	cpd_name	cpd_abbr	microbiome_related	KEGG	HMDB	class	pathway	super_pathway	sub_pathway
HMDB0002820	Methylimidazoleacetic acid	Methylimidazoleacetic acid		C05828	HMDB0002820	Imidazoles	map00340 Histidine metabolism; map01100 Metabolic pathways	Amino acid metabolism	Histidine metabolism
HMDB0002917	Xylitol	Xylitol		C00379	HMDB0002917	Carbohydrates	map00040 Pentose and glucuronate interconversions; map01100 Metabolic pathways; map02010 ABC transporters	Carbohydrate metabolism	Pentose and glucuronate interconversions
HMDB0002931	N-Acetylserine	N-Acetylserine			HMDB0002931	Amino acids and Peptides			
HMDB0003011	O-Acetylserine	O-Acetylserine		C00979	HMDB0003011	Amino acids and Peptides	map00270 Cysteine and methionine metabolism; map00908 Zeatin biosynthesis; map00920 Sulfur metabolism; map00998 Biosynthesis of various antibiotics; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01200 Carbon metabolism; map01230 Biosynthesis of amino acids; map04122 Sulfur relay system	Amino acid metabolism	Cysteine and methionine metabolism
HMDB0003070	Shikimic acid	Shikimic acid		C00493	HMDB0003070	Organooxygen	map00400 Phenylalanine, tyrosine and tryptophan biosynthesis; map00996 Biosynthesis of various alkaloids; map00999 Biosynthesis of various plant secondary metabolites; map01060 Biosynthesis of plant secondary metabolites; map01061 Biosynthesis of phenylpropanoids; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01230 Biosynthesis of amino acids; map01240 Biosynthesis of cofactors	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis
HMDB0003072	Quinic acid	Quinic acid		C00296	HMDB0003072	Organooxygen	map00400 Phenylalanine, tyrosine and tryptophan biosynthesis; map01100 Metabolic pathways	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis
HMDB0003073	Gamma-Linolenic acid	Gamma-Linolenic acid	Y	C06426	HMDB0003073	Fatty acids	map00591 Linoleic acid metabolism; map01040 Biosynthesis of unsaturated fatty acids; map01100 Metabolic pathways	Lipid metabolism	Linoleic acid metabolism
HMDB0003164	Chlorogenic acid	Chlorogenic acid		C00852	HMDB0003164	Organooxygen	map00940 Phenylpropanoid biosynthesis; map00941 Flavonoid biosynthesis; map00945 Stilbenoid, diarylheptanoid and gingerol biosynthesis; map01110 Biosynthesis of secondary metabolites	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis
HMDB0003192	5-Aminoimidazole-4-carboxamide	5-Aminoimidazole-4-carboxamide		C04051	HMDB0003192	Organoheterocyclic	map00230 Purine metabolism; map01100 Metabolic pathways	Nucleotide metabolism	Purine metabolism
HMDB0003320	Indole-3-carboxylic acid	Indole-3-carboxylic acid	Y	C19837	HMDB0003320	Indoles and derivatives			
HMDB0003331	1-Methyladenosine	1-Methyladenosine		C02494	HMDB0003331	Nucleosides			
HMDB0003355	5-Aminopentanoic acid	5-Aminopentanoic acid		C00431	HMDB0003355	Amino acids and Peptides	map00310 Lysine degradation; map00330 Arginine and proline metabolism; map00470 D-Amino acid metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	Amino acid metabolism	Lysine degradation
HMDB0003357	N2-Acetylornithine	N2-Acetylornithine		C00437	HMDB0003357	Amino acids and Peptides	map00220 Arginine biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids	Amino acid metabolism	Arginine biosynthesis
HMDB0003418	Tagatose	Tagatose		C00795	HMDB0003418	Carbohydrates			
HMDB0003464	4-Guanidinobutanoic acid	4-Guanidinobutanoic acid		C01035	HMDB0003464	Organic acids	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	Amino acid metabolism	Arginine and proline metabolism
HMDB0003474	3,5-Diiodo-L-tyrosine	3,5-Diiodo-L-tyrosine		C01060	HMDB0003474	Amino acids, peptides, and analogues	map00350 Tyrosine metabolism; map01100 Metabolic pathways; map04918 Thyroid hormone synthesis	Amino acid metabolism	Tyrosine metabolism
HMDB0003498	D-Glucose beta-phosphate	Glucose beta-phosphate		C01172	HMDB0003498	Carbohydrates	map00010 Glycolysis / Gluconeogenesis; map00030 Pentose phosphate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01200 Carbon metabolism; map04152 AMPK signaling pathway; map04922 Glucagon signaling pathway	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
HMDB0003584	Taurocyamine	Taurocyamine		C01959	HMDB0003584	Organic acids	map00430 Taurine and hypotaurine metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism
HMDB0003681	4-Acetamidobutanoic acid	4-Acetamidobutanoic acid		C02946	HMDB0003681	Amino acids and Peptides			
HMDB0003747	Resveratrol	Resveratrol		C03582	HMDB0003747	Phenylpropanoids and polyketides	map00945 Stilbenoid, diarylheptanoid and gingerol biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites; map04211 Longevity regulating pathway; map04212 Longevity regulating pathway - worm	Biosynthesis of other secondary metabolites	Stilbenoid, diarylheptanoid and gingerol biosynthesis
HMDB0003966	Selenomethionine	Selenomethionine		C05335	HMDB0003966	Amino acids and Peptides	map00450 Selenocompound metabolism; map01100 Metabolic pathways	Metabolism of other amino acids	Selenocompound metabolism
HMDB0004041	L-Allothreonine	L-Allothreonine		C12317	HMDB0004041	Amino acids and Peptides			
HMDB0004230	Pyrrole-2-carboxylic acid	Pyrrole-2-carboxylic acid		C05942	HMDB0004230	Organoheterocyclic	map00470 D-Amino acid metabolism		
HMDB0004461	Benzamide	Benzamide		C09815	HMDB0004461	Benzenoids	map00627 Aminobenzoate degradation; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation
HMDB0004815	4-Hydroxy-3-methylbenzoic acid	4-Hydroxy-3-methylbenzoic acid		C21167	HMDB0004815	Benzenoids	map00623 Toluene degradation; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Toluene degradation
HMDB0004992	Ethyl 4-amino-benzoate	Ethyl 4-amino-benzoate		C07527	HMDB0004992	Benzenoids			
HMDB0005065	Oleoylcarnitine	Oleoylcarnitine			HMDB0005065	Carnitines or Acyl carnitines			
HMDB0005066	Tetradecanoylcarnitine	Tetradecanoylcarnitine			HMDB0005066	Carnitines or Acyl carnitines			
HMDB0006024	Mevalonolactone	Mevalonolactone			HMDB0006024	Delta valerolactones			
HMDB0006028	N-Acetylasparagine	N-Acetylasparagine			HMDB0006028	Amino acids, peptides, and analogues			
HMDB0006049	O-Phosphotyrosine	O-Phosphotyrosine		C06501	HMDB0006049	Amino acids, peptides, and analogues			
HMDB0006116	3-Hydroxyhippuric acid	3-Hydroxyhippuric acid			HMDB0006116	Benzenoids			
HMDB0006331	Muconic acid	Muconic acid		C02480	HMDB0006331	Fatty acids	map00362 Benzoate degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	Xenobiotics biodegradation and metabolism	Benzoate degradation
HMDB0006344	Phenylacetylglutamine	Phenylacetylglutamine		C04148	HMDB0006344	Amino acids and Peptides	map00360 Phenylalanine metabolism	Amino acid metabolism	Phenylalanine metabolism
HMDB0006469	Linoleyl carnitine(C18:2)	Linoleyl carnitine(C18:2)			HMDB0006469	Carnitines or Acyl carnitines			
HMDB0006899	Alanylglycine	Alanylglycine			HMDB0006899	Amino acids, peptides, and analogues			
HMDB0010720	But-2-enoic acid	But-2-enoic acid	Y	C01771	HMDB0010720	Fatty acids			
HMDB0011718	4-Hydroxybenzaldehyde	4-Hydroxybenzaldehyde		C00633	HMDB0011718	Benzenoids	map00363 Bisphenol degradation; map00623 Toluene degradation; map00627 Aminobenzoate degradation; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Bisphenol degradation
HMDB0011727	Bicine	Bicine			HMDB0011727	Organic acids			
HMDB0011733	Glycyl-glycine	Glycyl-glycine		C02037	HMDB0011733	Amino acids and Peptides			
HMDB0011740	Turanose	Turanose		C19636	HMDB0011740	Fatty acids			
HMDB0011745	N-Acetyl-L-methionine	N-Acetyl-L-methionine		C02712	HMDB0011745	Amino acids and Peptides			
HMDB0011751	3-Methoxybenzenepropanoic acid	3-Methoxybenzenepropanoic acid			HMDB0011751	Phenylpropanoic acids			
HMDB0011756	N-Acetylleucine	N-Acetylleucine		C02710	HMDB0011756	Amino acids and Peptides			
HMDB0013127	3-Hydroxybutyrylcarnitine(C4-OH)	3-Hydroxybutyrylcarnitine(C4-OH)			HMDB0013127	Fatty acyls[FA]			
HMDB0013128	Valerylcarnitine	Valerylcarnitine			HMDB0013128	Fatty acyls[FA]			
HMDB0013292	p-Methylhippuric acid	p-Methylhippuric acid			HMDB0013292	Benzenoids			
HMDB0013676	2,6-Dihydroxy-benzoic scid	2,6-Dihydroxy-benzoic scid		C21298	HMDB0013676	Benzenoids	map00362 Benzoate degradation; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Benzoate degradation
HMDB0013677	3,5-Dihydroxybenzoic acid	3,5-Dihydroxybenzoic acid		C00180	HMDB0013677	Benzenoids			
HMDB0013678	4-Hydroxyhippuric acid	4-Hydroxyhippuric acid			HMDB0013678	Benzenoids			
HMDB0013716	Norvaline	Norvaline		C01799	HMDB0013716	Amino acids, peptides, and analogues			
HMDB0014312	Lipoic acid	Lipoic acid		C16241	HMDB0014312	Organoheterocyclic			
HMDB0014389	Mesalazine	Mesalazine		C07138	HMDB0014389	Benzene and derivatives			
HMDB0014447	Tranexamic Acid	Tranexamic Acid		C12535	HMDB0014447	Amino acids and Peptides			
HMDB0015381	Gliquidone	Gliquidone			HMDB0015381	Organoheterocyclic			
HMDB0028685	Alanylglutamine	Alanylglutamine			HMDB0028685	Amino acids and Peptides			
HMDB0028694	Alanylphenylalanine	Alanylphenylalanine			HMDB0028694	Amino acids and Peptides			
HMDB0028854	Glycylvaline	Glycylvaline			HMDB0028854	Amino acids and Peptides			
HMDB0028929	Leucyl-Glycine	Leucyl-Glycine			HMDB0028929	Amino acids and Peptides			
HMDB0029273	2,6-Dimethoxybenzoic acid	2,6-Dimethoxybenzoic acid			HMDB0029273	Benzenoids			
HMDB0029377	Piperine	Piperine		C03882	HMDB0029377	Alkaloids and derivatives	map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	Biosynthesis of other secondary metabolites	Tropane, piperidine and pyridine alkaloid biosynthesis
HMDB0029415	S-Carboxymethyl-L-cysteine	S-Carboxymethyl-L-cysteine	Y		HMDB0029415	Amino acids and Peptides			
HMDB0029430	Methionine sulfoximine	Methionine sulfoximine		C03510	HMDB0029430	Amino acids and Peptides			
HMDB0029581	2,4-Hexadienoic acid	2,4-Hexadienoic acid			HMDB0029581	Fatty acids			
HMDB0029657	2,4'-Dihydroxyacetophenone	2,4'-Dihydroxyacetophenone		C13635	HMDB0029657	Organooxygen	map00363 Bisphenol degradation; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Bisphenol degradation
HMDB0029737	Indole-3-carboxaldehyde	Indole-3-carboxaldehyde	Y	C08493	HMDB0029737	Indoles and derivatives			
HMDB0029738	Indole-3-methyl acetate	Indole-3-methyl acetate	Y	C20635	HMDB0029738	Indoles and derivatives			
HMDB0029865	Umbelliferone	Umbelliferone		C09315	HMDB0029865	Phenylpropanoids and polyketides	map00999 Biosynthesis of various plant secondary metabolites; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites	Biosynthesis of other secondary metabolites	Biosynthesis of various secondary metabolites - part 1
HMDB0029942	Arabinose	Arabinose		C00259	HMDB0029942	Carbohydrates			
HMDB0030564	Piceid	Piceid		C10275	HMDB0030564	Phenylpropanoids and polyketides			
HMDB0031158	2-Methyl-4-pentenoic acid	2-Methyl-4-pentenoic acid			HMDB0031158	Fatty acids			
HMDB0031193	1,2,3-Propanetricarboxylic acid	1,2,3-Propanetricarboxylic acid		C19806	HMDB0031193	Organic acids			
HMDB0031230	2-Ethylhexanoic acid	2-Ethylhexanoic acid			HMDB0031230	Fatty acids			
HMDB0031580	2-Methylpentanoic acid	2-Methylpentanoic acid			HMDB0031580	Fatty acids			
HMDB0031587	2-Methylheptanoic Acid	2-Methylheptanoic Acid			HMDB0031587	Fatty acids			
HMDB0031594	2-Methylhexanoic acid	2-Methylhexanoic acid			HMDB0031594	Fatty acyls[FA]			
HMDB0031654	3-Aminobutanoic acid	3-Aminobutanoic acid			HMDB0031654	Amino acids, peptides, and analogues			
HMDB0031861	2-Acetylpyrazine	2-Acetylpyrazine			HMDB0031861	Organooxygen			
HMDB0032248	11-Dodecenoic acid	11-Dodecenoic acid			HMDB0032248	Fatty acids			
HMDB0033161	2,6-Pyridinedicarboxylic acid	2,6-Pyridinedicarboxylic acid			HMDB0033161	Pyridines and derivatives			
HMDB0033375	Octyl gallate	Octyl gallate			HMDB0033375	Benzenoids			
HMDB0033584	Diethyl tartrate	Diethyl tartrate			HMDB0033584	Organic acids			
HMDB0033585	Acesulfame	Acesulfame			HMDB0033585	Organic acids			
HMDB0033724	Undecylenic acid	Undecylenic acid		C13910	HMDB0033724	Fatty acids			
HMDB0033774	3-Methylpentanoic acid	3-Methylpentanoic acid			HMDB0033774	Fatty acids			
HMDB0033835	Propyl gallate	Propyl gallate		C11155	HMDB0033835	Benzenoids			
HMDB0034297	Ricinoleic acid	Ricinoleic acid		C08365	HMDB0034297	Fatty acids			
HMDB0034323	S-Allylcysteine	S-Allylcysteine		C16759	HMDB0034323	Amino acids and Peptides			
HMDB0034436	Rotenone	Rotenone		C07593	HMDB0034436	Phenylpropanoids and polyketides	map00943 Isoflavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites; map05012 Parkinson disease; map05022 Pathways of neurodegeneration - multiple diseases	Biosynthesis of other secondary metabolites	Isoflavonoid biosynthesis
HMDB0035030	Amygdalin	Amygdalin		C08325	HMDB0035030	Carbohydrates	map00460 Cyanoamino acid metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	Metabolism of other amino acids	Cyanoamino acid metabolism
HMDB0035140	Abscisic acid	Abscisic acid		C06082	HMDB0035140	Terpenoids	map00906 Carotenoid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01062 Biosynthesis of terpenoids and steroids; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04075 Plant hormone signal transduction	Metabolism of terpenoids and polyketides	Carotenoid biosynthesis
HMDB0035514	Oxindole-3-acetic acid	Oxindole-3-acetic acid		C22202	HMDB0035514	Indole and derivatives	map00380 Tryptophan metabolism	Amino acid metabolism	Tryptophan metabolism
HMDB0036136	4-Ethyloctanoic acid	4-Ethyloctanoic acid			HMDB0036136	Fatty acyls[FA]			
HMDB0036458	1-Aminocyclopropanecarboxylic acid	1-Aminocyclopropanecarboxylic acid		C01234	HMDB0036458	Amino acids and Peptides	map00270 Cysteine and methionine metabolism; map01060 Biosynthesis of plant secondary metabolites; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	Amino acid metabolism	Cysteine and methionine metabolism
HMDB0036626	3,4-Dihydro-2H-1-benzopyran-2-one	3,4-Dihydro-2H-1-benzopyran-2-one		C02274	HMDB0036626	Phenylpropanoids and polyketides	map00624 Polycyclic aromatic hydrocarbon degradation; map00999 Biosynthesis of various plant secondary metabolites; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation
HMDB0037115	2-Hydroxy-4-(methylthio)butanoic acid	2-Hydroxy-4-(methylthio)butanoic acid			HMDB0037115	Fatty acids			
HMDB0041220	Dibutyl decanedioate	Dibutyl decanedioate		C05679	HMDB0041220	Fatty acids			
HMDB0041481	4-(3,4-Methylenedioxyphenyl)-2-butanone	4-(3,4-Methylenedioxyphenyl)-2-butanone			HMDB0041481	Organoheterocyclic			
HMDB0041683	4-Hydroxyphenyl-2-propionic acid	4-Hydroxyphenyl-2-propionic acid		C03080	HMDB0041683	Phenylpropanoids and polyketides			
HMDB0042032	Thiodiacetic acid	Thiodiacetic acid		C14872	HMDB0042032	Organic acids	map00980 Metabolism of xenobiotics by cytochrome P450	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450
HMDB0059720	Meta-Tyrosine	Meta-Tyrosine		C20807	HMDB0059720	Amino acids and Peptides			
HMDB0059965	3,4-Dihydroxybenzaldehyde	3,4-Dihydroxybenzaldehyde		C16700	HMDB0059965	Benzenoids	map00950 Isoquinoline alkaloid biosynthesis; map01063 Biosynthesis of alkaloids derived from shikimate pathway	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis
HMDB0059966	3,5-Dimethoxyphenol	3,5-Dimethoxyphenol			HMDB0059966	Benzenoids			
HMDB0059969	3-Methoxyphenylacetic acid	3-Methoxyphenylacetic acid			HMDB0059969	Benzenoids			
HMDB0060484	Indolepyruvate	Indolepyruvate	Y	C00331	HMDB0060484	Indoles and derivatives	map00380 Tryptophan metabolism; map01100 Metabolic pathways	Amino acid metabolism	Tryptophan metabolism
HMDB0061189	3-Hydroxyisovalerylcarnitine(C5-OH)	3-Hydroxyisovalerylcarnitine(C5-OH)			HMDB0061189	Fatty acyls[FA]			
HMDB0061706	12-Hydroxystearic acid	12-Hydroxystearic acid			HMDB0061706	Fatty acids			
HMDB0062248	Tetradecenoic acid	Tetradecenoic acid			HMDB0062248	Fatty acids			
HMDB0062477	2-Deoxyglucose	2-Deoxyglucose		C00586	HMDB0062477	Carbohydrates			
HMDB0062795	N-carbamoylglutamic Acid	N-carbamoylglutamic Acid			HMDB0062795	Amino acids and Peptides			
HMDB0094701	N-Acetylproline	N-Acetylproline			HMDB0094701	Amino acids and Peptides			
HMDB0240266	Methyl vanillate	Methyl vanillate			HMDB0240266	Benzenoids			
HMDB0242143	3-Indoleglyoxylic acid	3-Indoleglyoxylic acid			HMDB0242143	Indoles and derivatives			
HMDB0244268	10-Heptadecenoic acid	10-Heptadecenoic acid			HMDB0244268	Fatty acids			
HMDB0244272	10-Hydroxydecanoic acid	10-Hydroxydecanoic acid		C02774	HMDB0244272	Organic acids			
HMDB0244969	1-(10H-Phenothiazin-2-yl)ethanone	1-(10H-Phenothiazin-2-yl)ethanone			HMDB0244969	Phenylpropanoids and polyketides			
HMDB0247918	Acetovanillone	Acetovanillone		C11380	HMDB0247918	Organooxygen			
HMDB0253945	Lactobionic acid	Lactobionic acid			HMDB0253945	Fatty acids			
HMDB0340508	4-Methylhexanoic acid	4-Methylhexanoic acid			HMDB0340508	Fatty acids			
HMDB0341150	Galactosamine	Galactosamine			HMDB0341150				
